Content type,ID,Name,Aka,Social identifiers,Authors (IDs),Authors (names),Discipline,Base texts (IDs),Base texts (names),Highest Year,Lowest Year
Work,90882,Bhāvaprakāśikā on Vardhamāna's Kiraṇāvalīprakāśa,"Bhāvaprakāśikājaladā on Vardhamāna's Kiraṇāvalīprakāśa, Bhāvaprakāśikāmegha on Vardhamāna's Kiraṇāvalīprakāśa",,85859,Bhagīratha Ṭhakkura,,90250,Prakāśa,,
Work,91567,Bhāvapūrṇa on Vallabha's Jalabheda,,,86052,Kalyāṇarāya Bhaṭṭa,,90819,Jalabheda,,
Person,40601,Bhāvaratna,,,,,,,,,
Work,92854,Bhāvaratnakośa on Jayatīrtha's Prameyadīpikā,,,86298,Sumatīndra Tīrtha,,90344,Prameyadīpikā on Madhva's Bhagavadgītābhāṣya,,
Work,92856,Bhāvāratnakośa on Jayatīrtha's Tattvaprakāśikā,,,86298,Sumatīndra Tīrtha,,90343,Tattvaprakāśikā,,
Work,93783,Bhāvaratnavilāsinī on Acyutarāya Modaka's Jagadvijaya,,,86596,Vaduṭhe Nārāyaṇa,,93481,Jagadvijaya,,
Work,91042,Bhāvārṇava,Tattvasaṃkhyānavivaraṇabhāvārṇava,,44704,Vijayīndratīrtha,,90357,Vivaraṇa,,
Work,93572,Bhāvārṇava on Madhva's Tattvasaṃkhyāna,,,86512,Vijayīndra Tīrtha,,89963,Tattvasaṃkhyāna,,
Work,94394,Bhāvārthabodhinī on Īśā Upaniṣad,,,86870,Mohana Lāla Kāśirāma,Śuddhādvaita Vedānta,95999,Īśā(vāsya)upaniṣad,,
Work,110219,Bhāvārthacintāmaṇī,Kāvyaprakāśādarśa,,86748,Maheśvara Nyāyālaṅkāra Bhaṭṭācārya,Alaṃkāraśāstra,41242,Kāvyaprakāśa,,
Work,89992,Bhavārthadīpikā,,,85577,Jñāneśvara,,,,,
Work,112277,Bhāvārthadīpikā,,,85686,Śrīdhara Svāmin,Purāṇa,,,,
Work,91597,Bhāvārthadīpikā on Keśava Miśra's Tarkabhāṣā,,,86058,Gaurīkānta Sārvabhauma Bhaṭṭācārya,,89886,Tarkabhāṣā,,
Work,95843,Bhāvārthadīpikā on Madhva's Gītābhāṣya,,,,,,89938,Bhagavadgītabhāṣya,,
Work,92953,Bhāvārthaprakāśikā,,,86322,Śaśvatānanda Tīrtha,,90981,Tattvaviveka,,
Work,94226,Bhāvārthavivecanā on Īśā Upaniṣad,,,86795,Buddhisāgara,,95999,Īśā(vāsya)upaniṣad,,
Work,91984,Bhāvasādhakabādhakanirūpaṇa,,,86120,Harirāja,,,,,
Person,85808,Bhāvasāgara,,,,,,,,1500,1500
Work,88361,Bhavasamkrāntiśāstra,,,85145,Nāgārjuna,Madhyamaka,88230,Abhidharmasamuccaya,,
Work,93183,Bhāvasāraviveka,,,86402,Gaṅgādhara Mahāḍakara,Advaita Vedānta,,,,
Work,91915,Bhāvaśataka,,,86117,Samayasundara,,,,,
Person,85550,Bhāvasena Traividya,"Bhāvasena Trividya, Vādiparvatavajra Bhāvasena Trividya, Bhāvasena Traividyadeva, Vādigirivajra, Bhāvasena Traividya Cakravartin",Other social identifier,,,,,,1250,1250
Work,90265,Bhāvaśuddhi on Maṇḍana Miśra's Brahmasiddhi,,,85630,Ānandapūrṇa Vidyāsāgara,,88611,Brahmasiddhi,,
Person,87159,Bhavasundara,,,,,,,,,
Work,42100,Bhāvasvabhāvavāda,,,,,,,,,
Work,92900,Bhāvataraṅgiṇī on Vallabha's Catuḥślokī,,,86301,Vrajarāja,,90817,Catuḥślokī,,
Work,90247,Bhāvatribhaṅgī,,,85625,Śrutamuni,,,,,
Person,87160,Bhāvavāgīśa,,,,,,,,,
Person,87161,Bhāvavidyeśvara,,,,,,,,,
Person,86094,Bhāvavijaya Gaṇi,"Sūri, Bhāvavijayagaṇin","Gaṇi, Sūri",,,,,,1632,1632
Work,91528,Bhāvavivaraṇa on Jayatīrtha's Pramāṇapaddhati,Pramāṇapaddhatibhāvavivaraṇa,,86040,Vedeśa Bhikṣu,,90354,Pramāṇapaddhati,,
Work,110266,Bhaviṣyapurāṇa,Bhaviṣyottarapurāṇa,,88000,Vyāsa,Purāṇa,,,,
Work,105761,Bhaviṣyavārtā,,,,,Jyotiḥśāstra,,,,
Person,85179,Bhāvivikta,,,,,,,,570,570
Work,89306,Bhāvopahāra,,,85381,Cakrapāṇinātha,Kashmir Śaivism,,,,
Person,85168,Bhavya,Bhāvaviveka,,,,,,,550,550
Person,87162,Bhavyakīrti,,,,,,,,,
Work,94645,Bhavyaprakāśa,,,87016,N.S. Veṅkatācārya,,90722,Sāṃkhyadīpikāvṛtti,,
Work,116232,Bhayagrīyakalpa vajragandha dhāraṇī,,,,,Buddhism (general),,,,
Work,94341,Bhedābhedadvaitādvaitasiddhānta,,,86846,Śāntadāsa Vāyavidehin,Bhedābheda / Dvaitādvaita Vedānta,,,,
Work,89197,Bhedābhedaparīkṣā,,,85358,Jñānaśrīmitra,Yogācāra / Vijñānavāda,,,,
Work,92384,Bhedābheda(svarūpa)nirṇaya,,,86205,Puruṣottama Pītāmbara,Śuddhādvaita Vedānta,,,,
Work,95680,Bhedābhedavāda,,,87906,Vaṃśīdāsa,Bhedābheda / Dvaitādvaita Vedānta,,,,
Work,101531,Bhedacandrikā,Bhedojjīvanaṭīkā,,101530,Vāsudevācārya,,,,,
Work,93139,Bhedadarpaṇa,Bhedamaṇi,,86389,Śrīnivāsācārya,Viśiṣṭādvaita Vedānta,,,,
Work,90972,Bhedadhikkāra,,,85902,Nṛsiṃhāśrama,Advaita Vedānta,,,,
Work,101563,Bhedadhikkārasatkriyā,,,85902,Nṛsiṃhāśrama,,90972,Bhedadhikkāra,,
Work,101556,Bhedadhikkāraṭīkā,,,85902,Nṛsiṃhāśrama,,90972,Bhedadhikkāra,,
Work,92608,Bhedadhikkāropanyāsa,,,86252,Tippa Dīkṣita,Advaita Vedānta,90972,Bhedadhikkāra,,
Work,91292,Bhedadīpikā,,,85966,Mādhava Miśra,Nyāya,,,,
Work,92982,Bhedajayaśrī,,,86324,Veṇīdatta,Dvaita Vedānta,,,,
Work,91045,Bhedanirāsa,,,85913,Annambhatṭa,,,,,
Work,89341,Bhedapratibhāṣādūṣaṇa,,,85386,Ratnakīrti,Yogācāra / Vijñānavāda,,,,
Work,90540,Bhedaratna,Bhedaprakāśa,,85715,Śaṃkara Miśra,Nyāya,,,,
Work,91701,Bhedasamrajya,,,86083,Raṅgarāmānuja,,,,,
Work,96621,Bhedasaurabha,,,85933,Vādirāja Tīrtha,Dvaita Vedānta,,,,
Work,91901,Bhedasiddhi,,,86116,Viśvanātha Nyāyasiddhānta Pañcānana,Nyāya,,,,
Work,92962,Bhedatamomārtaṇḍaśataka,,,86323,Upaniṣad Brahmayogin,Advaita Vedānta,,,,
Work,93658,Bhedavāda,,,86561,Anantācārya,Viśiṣṭādvaita Vedānta,,,,
Work,94693,Bhedavibhīṣikā,,,87057,Abheda Upādhyāya,Advaita Vedānta,,,,
Work,91027,Bhedavidyāvilāsa,,,44704,Vijayīndratīrtha,Dvaita Vedānta,,,,
Work,111631,Bhedī Dhīkkāra Tīkā,,,,,,,,,
Work,90887,Bhedojjīvana,,,85861,Vyāsatīrtha,Dvaita Vedānta,,,,
Person,96282,Bhela,"Bheḷa, Bheḍa",,,,,,,,
Work,41807,Bhelasaṃhitā,"Bheḷasaṃhitā, Bheḍasaṃhitā",,96282,Bhela,Vaidyaśāstra,,,,
Work,104678,Bheṣajanāmamālā,,,,,Vaidyaśāstra,,,,
Work,105102,[Bheṣajanāmamālānighaṇṭu],,,,,Vaidyaśāstra,,,,
Work,42006,Bheṣajapaddhati,,,40859,Puruṣottama,Vaidyaśāstra,,,,
Work,104676,Bheṣajāvaloka,,,,,Vaidyaśāstra,,,,
Person,40341,Bhikaṃbhaṭṭa,,,,,,,,,
Person,115258,Bhikṣu Jñānaratna,,,,,,,,,
Person,110150,Bhikṣu Prabhāmati,Prabhāmati,,,,,,,,
Person,115599,Bhikṣu Śrījñāna,,,,,,,,,
Person,115474,Bhikṣu Vilamantasiṃha,,Bhikṣu,,,,,,,
Work,95959,Bhikṣukopaniṣad,,,,,,,,,
Person,115335,Bhikṣuṇī Candrikāntā,,,,,,,,,
Person,102983,Bhīlāka,,,,,,,,,
Person,41159,Bhīma,"Bhūma, Bhūmaka",Bhaṭṭa,,,,,,,
Person,41179,Bhīmabhaṭṭa,,,,,,,,,
Person,87163,Bhīmadāsa Bhūpāla,,,,,,,,,
Person,101068,Bhīmaṇabhaṭa,,,,,,,,,
Work,113649,Bhimarathārohana,,,,,Dharmaśāstra,,,,
Work,113360,Bhīmarathārohana and Candrarathārohana Vidhi,,,,,Buddhism (general),,,,
Person,103080,Bhīmasena,,,,,,,,,
Person,109912,Bhīmasena,Bhīma,,,,,,,,
Person,110250,Bhīmasena Dīkṣita,,Brāhmaṇa,,,,,,,
Person,86639,Bhiṃasena Śarma,,,,,,,,1892,1892
Work,104694,Bhīmasenavinoda,Bhīma(sena)vinoda,,,,Vaidyaśāstra,,,,
Work,116195,Bhīmasvāmībhūsura,,,,,Vyākaraṇa,,,,
Work,42372,Bhīmavinoda,Bhīmasenavinoda,,40977,Dāmodara,Vaidyaśāstra,,,1897,1897
Work,104681,Bhīmavinoda,Bhīmavinoda(sāroddhāra),,,,Vaidyaśāstra,,,,
Work,104786,Bhiriṅgīrogavāsara,,,,,Vaidyaśāstra,,,,
Person,40970,Bhiṣagārya,,,,,,,,,
Person,87164,Bhīṣak Rādhacandra,,,,,,,,,
Work,41412,Bhiṣakcakracittotsava,Haṃsarājanidāna,,40474,Haṃsarāja,Vaidyaśāstra,,,,
Person,86412,Bhīṣma Miśra,,,,,,,,1775,1775
Person,112090,Bhīṣma Miśra,Maithilaśrībhāṣya,Maithila,,,,,,,
Person,40976,Bhīṣmaputra,,,,,,,,,
Work,114598,Bhīṣmastavarāja,Bhīṣmastavarājaprārambhaḥ,,,,"Dharmaśāstra, Hinduism (general)",,,,
Person,87165,Bhoga Malleṣa,,,,,,,,,
Work,88934,Bhogakārikā,,,85284,Sadyojyotis,Śaiva Siddhānta,,,,
Person,40780,Bhoganātha,,,,,,,,,
Work,105791,Bhogayātrā,,,,,Jyotiḥśāstra,,,,
Person,114624,Bhogin,,,,,,,,,
Work,112983,Bhogola Purāṇa,,,,,Purāṇa,,,,
Person,40851,Bhoja,,,,,,,,,
Person,108652,Bhoja,Bhojanṛpa,,,,,,,500,500
Person,85706,Bhoja Kavi,,,,,,,,1427,1427
Person,86481,Bhoja Kavi,,,,,,,,1820,1820
Person,85382,Bhojadeva,Bhojarāja,,,,,,,1055,1055
Work,105795,Bhojadevapaddhati,,,,,Jyotiḥśāstra,,,,
Work,107075,Bhojadevasārasaṅgraha,,,,,Jyotiḥśāstra,,,,
Work,106859,Bhojanacintāpraśna,,,,,Jyotiḥśāstra,,,,
Work,41276,Bhojanakutūhala,,,40334,Raghunātha,Vaidyaśāstra,,,1675,1675
Work,42355,Bhojanaprabhandha,,,40972,Rājamārtāṇḍa,,,,,
Work,108651,Bhojasaṃhitā,Bhojatantra,,108652,Bhoja,Vaidyaśāstra,,,500,500
Person,112733,Bholānāth Pāṇḍe,,,,,,,,,
Person,114201,Bholashankar Vyas,,,,,,,,,
Person,115060,Bhonsles of Nagpur,,Mahārāja,,,,,,1853,1739
Work,92385,Bhrahmaragītavivṛtiprakāśa,,,86205,Puruṣottama Pītāmbara,Śuddhādvaita Vedānta,,,,
Work,94242,Bhramabhañjanī,,,86805,Mallādi Rāmakṛṣṇa,Advaita Vedānta,,,,
Person,112182,Bhṛgu,,,,,,,,,
Work,105770,Bhṛgumuhūrta,,,,,Jyotiḥśāstra,,,,
Work,114685,Bhṛgūpaniṣadbhāṣyaṭippaṇa,,,114687,Jñānāmṛtayati,Advaita Vedānta,88690,Bhāṣya on Taittirīya Upaniṣad,,
Work,105766,Bhṛgusaṃhitā,,,,,Jyotiḥśāstra,,,1500,1500
Work,105763,Bhṛgusiddhānta,,,,,Jyotiḥśāstra,,,,
Work,114688,Bhṛguvallī,,,,,Anubhavādvaita,,,,
Work,114845,Bhṛguvallyupaniṣad,Bhṛgūpaniṣad,,,,Advaita Vedānta,,,,
Work,114847,Bhṛguvalyupaniṣadvyākhya,,,114846,Dāmodara,,,,,
Work,108686,Bhṛṅgasandēśa,Bhramarasandēśa,,108685,Vāsudeva,Kāvya,,,,
Work,104684,Bhṛṅgirājakalpa,,,,,Vaidyaśāstra,,,,
Work,111575,Bhūcandra Candrikā,,,"111572, 111573","Jagannātha Śarmaṇ, Vaijanātha Śarmaṇ",Kāvya,,,1910,1908
Person,87166,Bhūdevaśukla,,Śukla,,,,,,,
Person,87167,Bhūdhara,,,,,,,,,
Work,91177,Bhugoḷavarṇana,,,85933,Vādirāja Tīrtha,,,,,
Work,89894,Bhuktivicāra,,,85550,Bhāvasena Traividya,,,,,
Work,105930,Bhūmānayanavāsanā,,,,,Jyotiḥśāstra,,,,
Work,94921,Bhūmavihāra,,,87254,Gaṇapati,Vedānta (general),,,,
Work,106915,Bhūmidarśana,,,,,Jyotiḥśāstra,,,,
Work,94148,Bhūmikā on Uddyotakara's Nyāyavārttika,,,86751,Vindhyeśvarī Prasāda Dvivedin,,88569,Nyāyavārttika on Vātsyāyana's Nyāyabhāṣya,,
Work,95256,Bhūmikabhedabhāskara,,,87531,Narahari,Yoga,,,,
Work,106256,Bhūmikampādyutpātaphala,,,,,Jyotiḥśāstra,,,,
Work,105932,Bhūmikampaphala,,,,,Jyotiḥśāstra,,,,
Work,107043,Bhūmikampaśubhāśuhbaphala,,,,,Jyotiḥśāstra,,,,
Work,114809,Bhūmivarga,,,,,Buddhism (general),,,,
Work,90760,Bhūsāmaṇi on Śrīharsa's Khaṇḍanakhaṇḍakhādya,,,85826,Raghunātha Śiromaṇi,,89538,Khaṇḍanakhaṇḍakhādya,,
Work,92202,Bhūṣāmaṇi on Śrīharṣa's Khaṇḍanakhaṇḍakhādya,,,86177,Raghudeva Nyāyālaṃkāra Bhaṭṭācārya,,89538,Khaṇḍanakhaṇḍakhādya,,
Work,92300,Bhūṣāmaṇi on Śrīharṣa's Khaṇḍanakhaṇḍakhādya,,,86190,Raghunātha Sārvabhauma Bhaṭṭācārya,,89538,Khaṇḍanakhaṇḍakhādya,,
Work,94669,Bhūṣaṇa on Kumārila's Ślokavārttika,,,87034,E.S.Varadācārya,,88597,Ślokavārttika,,
Person,109559,Bhūṣaṇabhaṭṭa,"Pulinda, Pulina","Bhaṭṭa, Vātsya gotra, Vātsyāyana",,,,,,660,600
Person,114679,Bhuskuṭa Ballāḷa,,,,,,,,,
Work,109523,Bhūstuti,,,85613,Vedāntadeśika,,,,,
Work,114690,Bhūśuddhi,,,,,Hinduism (general),,,,
Work,114802,Bhūśuddhibhutaśuddhi,,,,,Tantra,,,,
Work,114934,Bhuśuddhibhūtaśuddhiprāṇapratiṣṭhā Antaramātṛkābahimātṛkā,,,,,Tantra,,,,
Work,105870,Bhūtabhaviṣyapraśna,,,,,Jyotiḥśāstra,,,,
Work,113507,Bhūtaḍāmara Tantra,Bhūtaḍāmaramahātantrarāja,,,,Tantra,,,,
Work,115727,Bhūtaḍāmaratantra,,,,,Buddhism (general),,,,
Work,114803,Bhūtaśuddhi,,,,,Tantra,,,,
Work,114938,Bhūtaśuddhi,Bhūtaśuddhiprāṇapratiṣṭhā,,,,Tantra,,,,
Work,114939,Bhūtaśuddhiprāṇapratiṣṭhā Antaramātṛkābahirmātṛkā,,,,,Tantra,,,,
Person,41198,Bhūtirāja,,Krama,,,,,,1000,950
Person,116123,Bhūvācārya,,,,,,,,,
Work,90695,Bhuvanabhanukevalacariya,,,85794,Indrahaṃsagaṇi,,,,,
Person,87029,Bhuvanabhūṣaṇa Sūri,,Sūri,,,,,,1989,1989
Work,42409,Bhuvanadīpaka,,,40989,Padmaprabhasūri,Vaidyaśāstra,,,,
Work,105872,Bhuvanadīpikā,,,,,Jyotiḥśāstra,,,,
Person,85710,Bhuvanasundara Sūri,,Sūri,,,,,,1428,1428
Person,85610,Bhuvanatuṅga Sūri,,Sūri,,,,,,1324,1324
Work,104133,Bhuvaneśvarīpaddhati,,,,,Vaidyaśāstra,,,1830,1830
Work,112540,Bhuvaneśvarīpañcāṅga,,,,,,,,,
Work,112181,Bhuvaneśvarīsahasranāmastotra,,,,,Tantra,,,,
Work,112234,Bhuvaneśvarīsahasranāmastotra,,,,,Tantra,,,,
Work,114806,Bhuvaneśvarīstotra,Bhuvaneśvarīstotramantra,,,,Hinduism (general),,,,
Work,105849,Bījagaṇita,,,106561,Bhāskara  II,Jyotiḥśāstra,,,,
Work,113121,Bījakarmainā,,,113119,Kabira sāhaba,,,,,
Work,104716,Bījapūrṇavarṇana,,,,,Vaidyaśāstra,,,,
Work,104340,Bījasarvasvapaṭala,,,,,Vaidyaśāstra,,,1853,1853
Work,90854,Bījika on the Bhagavatīsūtra,,,85849,Harṣakūlagaṇi,,95956,Bhagavatīsūtra,,
Work,105878,Bījodāharaṇa,,,,,Jyotiḥśāstra,,,,
Person,40617,Bilhaṇa,,,,,,,,1127,1076
Work,114805,Bilvapatrapraśaṃsā,Bilvapatrastotra,,,,Hinduism (general),,,,
Work,114804,Bilvaṣoḍaśakastotra,Bilvaṣoḍaśastotra,,,,Purāṇa,,,,
Work,114691,Bilvopaniṣad,,,,,Buddhism (general),,,,
Work,114692,Bilvopaniṣad,,,,,Hinduism (general),,,,
Work,93581,Bimbadṛṣṭivicāra,,,86514,Amareśvara Śāstrin,Advaita Vedānta,,,,
Work,93300,Bimbatattvaprakāśikā,,,86440,Devarāja,Viśiṣṭādvaita Vedānta,,,,
Work,88976,Bimbisārasūtra,,,,,,,,935,935
Person,108805,Bindu,,,,,,,,1625,1625
Work,92860,Bindu on Rūpa Gosvāmin's Bhaktirasāmṛtasindhu,,,86299,Viśvanātha Cakravartin,,90873,Bhaktirasāmṛtasindhu,,
Person,114493,Birbal Dhar,Pandit Birbal Dar,Paṇḍita,,,,,,1800,1800
Work,114978,"Bittarāmāyaṇa, Bālakāṇḍa",,,,,Hinduism (general),,,,
Work,115647,Bjrapāṇī bhaṣitā dhāraṇī,,,,,Buddhism (general),,,,
Work,114807,Bodha vaibhava,,,,,Vedānta (general),,,,
Person,85301,Bodhagaṇi,(Nitya)Bodhagaṇi,,,,,,,945,945
Work,93479,Bodhaikyasiddhi,Advaitaratnabodha and Advaitātmabodha thereon,,86487,Ācārya Rāya Modaka,,,,,
Work,89623,Bodhanī,Nyāyakusumāñjalibodhanī,,85462,Varadarāja,,89093,Nyāyakusumāñjali,,
Person,85453,Bodhanidhi,,,,,,,,1150,1150
Work,89158,Bodhapañcadaśikā,(Pra)Bodhapañcadaśikā,,85352,Abhinavagupta,Kashmir Śaivism,,,,
Work,91490,Bodhaprakriya,,,86025,Dattātreya Digambarānucāra,Advaita Vedānta,,,,
Work,92896,Bodharya,,,86300,Sadāśiva Brahmendra,,,,,
Work,93120,Bodhārya,,,86384,Gaṅgādharasarasvatī,Advaita Vedānta,,,,
Work,93372,Bodhasāra,,,86453,Narahari,Dvaita Vedānta,,,,
Work,89252,Bodhavilāsa,,,85365,Kṣemarāja,Kashmir Śaivism,,,,
Person,85113,Bodhāyana,,,,,,,,350,350
Work,114869,Bodhāyanacayanaprayoga,,,114370,Baudhāyana,Veda,,,,
Work,42426,Bodhāyana-śrautasūtra,,,,,,,,,
Work,114874,Bodhāyanayājamānyaprayoga,,,,,"Veda, Dharmaśāstra",,,,
Person,85908,Bodhendrayati,Sannyāsin,,,,,,,1560,1560
Work,113579,Bodhī Saṁvara Śikṣā,,,,,,,,,
Person,85339,Bodhibhadra,,,,,,,,1000,1000
Work,113825,Bodhicaryā Bhāṣāṭīkāmanoramā,,,113824,Ratnabāhādur Vajrācārya,Kāvya,"113822, 113821","Prajñāpāramitā Parichchheda, Bodhicaryāvatāra",,
Work,88834,Bodhicaryāpradīpa,,,85246,Kamalaśīla,Yogācāra / Vijñānavāda,,,,
Work,113821,Bodhicaryāvatāra,,,115707,Śāntideva,Buddhism (general),,,,
Work,88847,Bodhicittabhāvanā,,,85246,Kamalaśīla,,,,,
Work,89007,Bodhicittabhāvanāvivaraṇasūtra,,,,,,,,950,950
Work,88749,Bodhicittavivaraṇa,,,85231,Nāgārjuna,,,,,
Work,88243,Bodhicittotpādasūtra,Bodhicittotpādaśāstra,,85127,Vasubandhu,Yogācāra / Vijñānavāda,,,,
Work,88881,Bodhigarbhālaṃkāralakṣasūtra,,,,,,,,800,800
Work,88882,Bodhimanalalakṣālaṃkāradhāraṇīsūtra,,,,,,,,800,800
Work,94039,Bodhinīvardinī on the Bhagavadgītā,,,86684,Dāmodara Devaśarman,,42214,Bhagavadgītā,,
Work,89225,Bodhipathapradīpa and Bodhimārgadīpapañjikā thereon,,,85364,Atīśa,Yogācāra / Vijñānavāda,,,,
Work,89102,Bodhipratideśanavṛtti,Bodhisūtraśikṣākrama,,85335,Jitāri,,,,,
Work,88075,Bodhisambhāra,,,85097,Nāgārjuna,,,,,
Work,95060,Bodhisattvabhūmiśīlaparivartaṭīkā,,,87363,Jinaputra,,,,,
Work,88342,Bodhisattvabuddhānusmṛtisamādhisūtra,,,,,,,,425,425
Work,88280,Bodhisattvacaryānirdeśa,,,,,,,,380,380
Work,88605,Bodhi(sattva)caryāvatāra,,,85209,Śāntideva,Madhyamaka,,,,
Work,89126,Bodhisattvācāryāvatārapiṇḍārtha,,,85340,Dharmapāla of Suvarṇadīpa,,,,,
Work,88715,Bodhisattvacaryāvatārasaṃskāra,,,85224,Śubhagupta,,,,,
Work,89228,Bodhisattvādidharmikamargāgāvatāradeśanā,,,85364,Atīśa,,,,,
Work,88292,Bodhisattvagocaropāyaviṣayavikurfvāṇanirdeśasūtra,,,,,,,,390,390
Work,88322,Bodhisattvagocaropāyaviṣayavikurvananirdeśasūtra,,,,,,,,410,410
Work,88558,Bodhisattvakarmaphalasaṃkṣiptanirdeśasūtra,,,85195,Āryaśūra,,,,,
Work,89229,Bodhisattvamanyāvalī,,,85364,Atīśa,,,,,
Work,115419,Bodhisattva-nāma-dhāraṇī,,,,,Buddhism (general),,,,
Work,88038,Bodhisattvapiṭaka,,,,,,,,50,50
Work,88194,Bodhisattvapūrvācāryasūtra,,,,,,,,350,350
Work,89123,Bodhisattvasaṃvaraviṃśakapañjikā,,,85339,Bodhibhadra,,,,,
Work,89230,Bodhisattvasaṃvaraviṃśakapañjikā,,,85364,Atīśa,,,,,
Work,89641,Bodhisattvāvadānakalpalatā,,,85469,Kṣemendra,,,,,
Person,40948,Bommarasa,,,,,,,,,
Person,40965,Bopadeva kavi,,,,,,,,,
Person,40413,Brahma,,Bhaṭṭa,,,,,,,
Person,110938,Brahmā,,Deva,,,,,,,
Work,113015,Brahma Aṣṭaka,,,,,Yoga,,,,
Person,114976,Brahma Khaṇḍa Bhaṭṭa,,,,,,,,,
Person,41086,Brahmabhaṭṭa,,,,,,,,,
Work,95960,Brahmabiṇḍūpaniṣad,,,,,,,,,
Work,100700,Brahmabodhinī,Brahmasūtrabhāṣya,,100699,Śeṣa Vājapeyī,Vedānta (general),88037,Brahmasūtra,,
Work,93204,Brahmabodhinī on Sadānanda Yogīndra's Vedāntasāra,,,86409,Rāmacandra,,90726,Vedāntasāra,,
Person,87168,Brahmacaitanya Muni,,Muni,,,,,,,
Work,89699,Brahmacaryarakṣāvatī,,,85486,Padmanandin,,,,,
Work,100791,Brahmādarśa,,,96722,Vijñānācārya,Vedānta (general),,,,
Person,85205,Brahmadatta,,,,,,,,660,660
Person,85593,Brahmadeva,,,,,,,,1300,1300
Person,86130,Brahmadeva,,,,,,,,1650,1650
Person,108196,Brahmadeva,,,,,,,,1200,1200
Work,94810,Brahmādvaitaprakāśikā,,,87160,Bhāvavāgīśa,Advaita Vedānta,,,,
Work,93708,Brahmagamanamārgavicāra,,,86569,Kṛṣṇa Jāḍya,,,,,
Person,87169,Brahmagiri,,,,,,,,,
Work,114876,Brahmagītā,,,,,Advaita Vedānta,,,,
Work,100283,Brahmagītā (with commentary),,,85566,Madhva,Dvaita Vedānta,,,,
Person,108809,Brahmajainasāgara,,Jaina monk,,,,,,1772,1772
Work,95961,Brahmajalasutta,,,,,,,,,
Work,89575,Brahmajñāna,,,85454,Gorakṣanātha,,,,,
Work,93633,Brahmajñānanirāsa,,,86544,Śrīnivāsa Sudhi,Viśiṣṭādvaita Vedānta,,,,
Work,88639,Brahmajñānāvalīmālā,,,85218,Śaṃkara,Advaita Vedānta,,,,
Work,100296,Brahmajñānopadeśa,,,,,Vedānta (general),,,,
Work,114812,Brahmakūrca,,,,,Dharmaśāstra,,,,
Work,93659,Brahmalakṣaṇanirūpaṇa,,,86561,Anantācārya,Viśiṣṭādvaita Vedānta,,,,
Work,91317,Brahmalakṣaṇavākyārtha and Saṃgraha thereon,,,85974,Śaṭhakopa Muni,Viśiṣṭādvaita Vedānta,,,,
Person,86933,Brahmalīna Muni,,Muni,,,,,,1959,1959
Work,100612,Brahmamīmāṃsāvṛtti,Siddhalekhā,,96722,Vijñānācārya,,88037,Brahmasūtra,,
Work,95049,Brahmāmṛta,,,87354,Jayakṛṣṇa Brahmatīrtha,Advaita Vedānta,,,,
Work,94266,Brahmāmṛtabhāṣya on Gopālatāpanīya Upaniṣad,,,86816,Aniruddhācārya,Śuddhādvaita Vedānta,95990,Gopālatāpanīyopaniṣad,,
Work,92327,Brahmāmṛtavarṣiṇī,"Ātmasollāsa on Bādarāyaṇa's Brahmasūtras, Brahmasūtravṛtti, Vyāsasūtravyākhyāna",,86198,Rāmānanda Sarasvatī,Advaita Vedānta,88037,Brahmasūtra,,
Work,92875,Brahmāmṛtavarṣiṇī,,,86300,Sadāśiva Brahmendra,Advaita Vedānta,,,,
Person,87170,Brahmamuni Parivrājaka Vidyāmārtaṇḍa,,,,,,,,,
Work,114979,Brāhmaṇa,,,,,,,,,
Work,114771,Brāhmaṇācchaṃsiprayoga,,,,,Dharmaśāstra,,,,
Work,114717,Brāhmaṇadārikāvadāna,,,,,Buddhism (general),,,,
Work,94246,Brahmanairguṇyavāda,,,86809,Vidūla Śāstrin,Advaita Vedānta,,,,
Work,114694,Brahmanāmāvalīstotra,Brahmanāmāvalīmālā,,,,Advaita Vedānta,,,,
Person,86602,Brahmānanda,,,,,,,,1880,1880
Person,87171,Brahmānanda,,,,,,,,,
Work,100797,Brahmānanda,,,85636,Vidyāraṇya,Vedānta (general),,,,
Person,85692,Brahmānanda Bhāratītīrtha,,,,,,,,1410,1410
Person,86125,Brahmānanda Sarasvatī,,Sarasvatī,,,,,,1645,1645
Person,86886,Brahmānanda Śivayogin,,,,,,,,1939,1852
Person,86775,Brahmānanda Svāmi,,Svāmi,,,,,,1920,1920
Person,85880,Brahmānanda Tīrtha,,,,,,,,1550,1550
Person,86637,Brahmānanda Tīrtha,,,,,,,,1892,1892
Work,100798,Brahmānanda (with commentary),,,85655,Rāmakṛṣṇa,Vedānta (general),,,,
Work,90219,Brahmānandagiri,,,85613,Vedāntadeśika,,,,,
Work,95722,Brahmānandagiri on the Bhagavadgītā,,,87942,Veṅkaṭanātha,,42214,Bhagavadgītā,,
Work,93644,Brahmānandaprakāśikā on Bādarāyaṇa's Brahmasūtras,,,86553,Jagajjīvana,Advaita Vedānta,88037,Brahmasūtra,,
Person,41186,Brahmanandasarasvatī,,"Devotee of vaidyanātha of vaidyeśvaraṅkoyil, Tāraka",,,,,,,
Work,92954,Brahmānandavilāsa,,,86322,Śaśvatānanda Tīrtha,Advaita Vedānta,,,,
Person,85151,Brahmanandin,Taṅka,,,,,,,500,500
