Content type,ID,Name,Aka,Social identifiers,Authors (IDs),Authors (names),Discipline,Base texts (IDs),Base texts (names),Highest Year,Lowest Year
Work,94000,Maṇiprabhā on Rāmakṛṣṇa Adhvarin's Vedāntaśikhāmaṇi,,,86658,Amaradāsa,,92056,Śikhāmaṇi on Dharmarājādhvarīndra's Vedāntaparibhāṣā,,
Work,94001,"Maṇiprabhās on Aitareya, Īśā, Kaṭha, Kena, Māṇḍūkya, Muṇḍaka, Praśna and Taittirīya Upaniṣads",,,86658,Amaradāsa,,"95920, 95999, 96020, 96024, 96050, 96056, 96094, 96149","Aitareyopaniṣad, Īśā(vāsya)upaniṣad, Kaṭhopaniṣad - H396, Kenopaniṣad, Māṇḍūkyopaniṣad, Muṇḍakopaniṣad, Praśnopaniṣad, Taittirīyopaniṣad",,
Work,93059,Maṇiprabhāvṛtti on Patañjāli’s Yogasūtras,,,86354,Rāghavānanda Sarasvatī,,,,,
Work,106052,Maṇipradīpa,,,,,Jyotiḥśāstra,,,,
Person,40448,Maṇirāmamiśra,,,,,,,,1641,1641
Work,95636,Maṇiratnamālā,,,87868,Tulasīdāsa,Vedānta (general),,,,
Work,88660,Manīṣāpañcaka,,,85218,Śaṃkara,Advaita Vedānta,,,,
Person,108624,Mañjāditya,,,,,,,,1470,1450
Work,92922,Mañjarī on Amalānanda's Vedāntakalpataru,,,86309,Vaidyanātha Tatsat,,89903,Vedāntakalpataru,,
Work,41744,Mañjarīmakaranda,Parimala,,40782,Raṅganātha,,41745,Padamañjarī,,
Work,93290,Mañjūṣā,Toṣiṇī on Jagadīśa's Jāgadīśī,,86438,Kṛṣṇa Bhaṭṭa Ārḍe,,91632,Jāgadīśī,,
Work,92538,Mañjūṣā on Raghunātha Śiromaṇi's Tattvacintāmaṇidīdhiti,,,86224,Kṛṣṇa Bhaṭṭa,,90767,Tattvacintāmaṇidīdhiti,,
Work,93448,Mañjūṣā on Viśvanātha's Siddhāntamuktavalī,,,86483,Paṭṭābhirāma,,91900,Bhāṣāpariccheda,,
Work,94220,Mañjūṣā on Viśvanātha's Siddhāntamuktāvalī,,,86792,C. Śaṃkara Rāma Śāstrin,,91900,Bhāṣāpariccheda,,
Work,41274,Mañjūṣāśekhara,,,40667,Nāgeśabhaṭṭa,Vaidyaśāstra,,,1690,1690
Work,116273,Mañjuśri mantra sūtra,,,,,Buddhism (general),,,,
Work,116290,Mañjuśrī mantra sutra,,,,,Buddhism (general),,,,
Work,115630,Mañjuśrī pratijñā dhāraṇī,,,,,Buddhism (general),,,,
Work,116272,Mañjuśri pratijñā dhāraṇī,,,,,Buddhism (general),,,,
Work,115281,Mañjuśrī-bhaṭṭārakasya pratijñā dhāraṇī,,,,,Buddhism (general),,,,
Work,88142,Mañjuśrībuddhakṣetraguṇavyūhasūtra,,,,,,,,250,250
Work,115214,Mañjuśrījñānasattvasya-paramārtha-nāmasaṅgīti,,,,,Buddhism (general),,,,
Work,115631,Mañjuśrīmantra,,,,,Buddhism (general),,,,
Work,88896,Mañjuśrīnairātmyāvatārasūtra,,,,,,,,825,825
Work,89047,Mañjuśrīnairātmyāvatārasūtra,,,,,,,,970,970
Work,113583,Mañjuśrīpārājikā,,,,,,,,,
Work,88384,Mañjuśrīparicaraṇasūtra,,,,,,,,485,485
Work,95863,Mañjūśrīparinirvāṇasūtra,,,,,,,,,
Work,88369,Mañjuśrīparipṛcchāsūtra,,,,,,,,470,470
Work,88479,Mañjuśrīvihārasūtra,,,,,,,,550,550
Work,88143,Mañjuśrīvikrīḍitasūtra,,,,,,,,250,250
Work,88144,Mañjuśrīvikurvaṇaparivartasūtra,,,,,,,,250,250
Work,115730,Manjuśriyamūlakalpa,Mañjuśrī­mūla­kalpa,,,,Buddhism (general),,,,
Person,109054,Maṅkha,Maṅkhaka,,,,,,,1150,1150
Work,114007,Maṅkhakośa,,,109054,Maṅkha,Kośaśāstra,,,,
Person,40369,Manmatha,,,,,,,,,
Person,87498,Mannarikṛṣṇācārya,,,,,,,,,
Person,114032,Manoda,Manodadatta,,,,,,,1335,1335
Person,114040,Manohara,,,,,,,,1380,1380
Person,111671,Manohara Śarman,,Śarman,,,,,,,
Work,92894,Manoniyamana,,,86300,Sadāśiva Brahmendra,,,,,
Work,114652,Manoramā,,,,,Alaṃkāraśāstra,41631,Kuvalayānanda,,
Work,109924,Manoramā,Kātantradhātuvṛtti,,109914,Ramānātha Śarman Cakravartin,"Kātantra, Vyākaraṇa, Other discipline",109909,Kalāpadhātusūtra,1537,1536
Work,111306,Manoramā,,,85980,Bhaṭṭoji Dīkṣita,Vyākaraṇa,42434,Siddhāntakaumudī,,
Work,94438,Manoramā on Gaṅgeśa's Tattvacintāmaṇi,,,86894,Vāmācaraṇa Bhaṭṭācārya,,90147,Tattvacintāmaṇi,,
Person,106587,Manoratha,,Śāṇḍilyagotra,,,,,,1114,1089
Person,109595,Manoratha,,,,,,,,,
Person,85305,Manorathanandin,,,,,,,,950,950
Work,88661,Manoratnamālā,,,85218,Śaṃkara,,,,,
Work,110468,Manthānabhairavatantra,,,,,Tantra,,,,
Work,111548,Mantra,,,,,Hinduism (general),,,,
Work,111783,Mantra Mahodadhi,,,,,,,,,
Work,101632,Mantrabhāgavatavyākhyāyāṃ,Mantrarahasyaprakāśikāyāṃ,,101631,Nīlakaṇṭha Caturdhara,,,,,
Work,112143,Mantradarpaṇa,Mantradarśana,,,,Tantra,,,,
Work,113547,Mantradhāraṇī,,,,,Tantra,,,,
Work,113548,Mantradhāraṇī,,,,,Tantra,,,,
Work,89806,Mantrādhikaraṇa,,,85521,Murāri Miśra,,,,,
Work,113084,Mantramahārṇava,Mahārṇava,,,,Purāṇa,,,,
Work,112159,Mantramahodadhi,,,85881,Mahīdhara,Tantra,,,,
Work,112121,Mantramuktāvalī,,,,,Tantra,,,,
Work,115559,Mantrānusaraṇi,,,,,Buddhism (general),,,,
Work,42522,Mantrapāṭha,,,,,,,,,
Work,113023,Mantrasaṅgraha,,,,,"Jyotiḥśāstra, Tantra",,,,
Work,113188,Mantrasaṅgraha,,,,,,,,,
Work,104258,Mantrauṣadhi,,,,,Vaidyaśāstra,,,1891,1891
Work,104173,Mantrauṣadhicikitsā,,,,,Vaidyaśāstra,,,1792,1792
Work,104165,Mantrauṣadhivarṇana,,,,,Vaidyaśāstra,,,1776,1776
Work,106100,Mantrāvālī,,,,,Jyotiḥśāstra,,,,
Work,96052,Mantrikopaniṣad,,,,,,,,,
Work,107153,Mantriphala,,,,,Jyotiḥśāstra,,,,
Work,104175,Mantropacāravidhi,,,,,Vaidyaśāstra,,,1829,1829
Person,40894,Manu,,,,,,,,,
Work,88922,Manubhāṣya,,,85274,Medhātithi,Dharmaśāstra,102278,Manusmṛti,,
Person,40770,Manudeva,,Gopāladeva,,,,,,,
Work,102280,Manuśāstravivaraṇa,,,102279,Bhāruci,Dharmaśāstra,102278,Manusmṛti,,
Work,102278,Manusmṛti,Mānava Dharmaśāstra,,,,Dharmaśāstra,,,450,450
Work,106101,Manuṣyajātaka,,,,,Jyotiḥśāstra,,,,
Work,114911,Manuṣya-kathā-durlabha,,,,,Buddhism (general),,,,
Work,102283,Manuṭīkā,Manusmṛtiṭīkā,,102282,Govindarāja,Dharmaśāstra,102278,Manusmṛti,,
Person,40244,Manva,,"Bhūpati, Somasūryakulottaṃsa, Tyāgamahāsamudra",,,,,,,
Work,102284,Manvarthamuktāvali,,,87447,Kullūkabhaṭṭa,Dharmaśāstra,102278,Manusmṛti,,
Person,108855,Mārasiṁha (III),,,,,,,,975,960
Person,114499,Marc Aurel Stein,"Sir Marc Aurel Stein, Aurel Stein",,,,,,,1943,1862
Work,91954,Mārgasvarūpanirṇaya,,,86120,Harirāja,Śuddhādvaita Vedānta,,,,
Work,115451,Māricī-devatā-dhāraṇī,,,,,Buddhism (general),,,,
Work,115541,Marīcidhāraṇī,,,,,Buddhism (general),,,,
Work,88387,Marīcidhāraṇīsūtra,,,,,,,,490,490
Work,92571,Marīcikā on Bādarāyaṇa's Brahmasūtras,,,86237,Vrajanātha,Śuddhādvaita Vedānta,88037,Brahmasūtra,,
Work,115779,Mārīcīmukhākhyāna,,,,,Buddhism (general),,,,
Work,115458,Māricīnāma-dhāraṇī,,,,,Buddhism (general),,,,
Person,86380,Maritoṃdārya,,,,,,,,1750,1750
Work,96053,Mārkaṇḍeya Purāṇa,,,,,,,,,
Work,115776,Mārkaṇḍeyapurāṇa,,,,,Purāṇa,,,,
Work,41999,Marmacikitsā,,,,,Vaidyaśāstra,,,,
Work,95761,Marmakalikāpañjikā on Śūnyasamādhipada's Tattvajñānasaṃsiddhi,,,87979,Vīryaśrīmitra,,95602,Tattvajñānasaṃsiddhi,,
Work,115273,Marmakaṇikā,,,115272,Śrīvīryamitrapāda,Buddhism (general),95602,Tattvajñānasaṃsiddhi,,
Work,89445,Marmakaumudī on Śatasāhasrikāprajñāpāramitāsūtra,,,85411,Abhayākaragupta,,88100,Śatasāhasrikāprajñāpāramitāsūtra,,
Work,88417,Marmapradīpa on Vasubandhu's Abhidharmakośa,,,85154,Dignāga,,88240,Abhidharmakośa and Bhāṣya thereon,,
Work,42399,Marmavibhāga,,,,,Vaidyaśāstra,,,,
Work,95405,Mārtaṇḍa on Annambhaṭṭa's Tarkasaṃgraha,,,87656,Rāmadatta,,91051,Tarkasaṃgraha,,
Work,93876,Mārutaśakti on Viṭṭhala Dīkṣita's Prabhañjana,,,86629,Gattulāla,,91081,Prabhañjana,,
Work,106103,Māsābhidānasiddhi,,,,,Jyotiḥśāstra,,,,
Work,106208,Māsadevatārka,,,,,Jyotiḥśāstra,,,,
Work,106108,Māsapraveśatattvādidvādaśabhāva,[Māsapraveśatattvādidvādaśabhāva],,,,Jyotiḥśāstra,,,,
Work,106106,Māsasāraṅga,,,,,Jyotiḥśāstra,,,,
Work,105016,Masūrikācikitsā,,,,,Vaidyaśāstra,,,,
Work,42146,Masūrikāśītalādhikāra,,,,,Vaidyaśāstra,,,,
Work,106110,Mataikyacandra,,,,,Jyotiḥśāstra,,,,
Work,42122,Mātaṅgalīlā,,,40902,Nīlakaṇṭha,Vaidyaśāstra,,,,
Work,110052,Maṭhapratiṣṭhātattva,Maṭhādipratiṣṭhātattva,,109998,Raghunandana,Dharmaśāstra,,,,
Person,85253,Māṭhara,,,,,,,,800,800
Person,40730,Mathurānātha,,,,,,,,,
Person,86129,Mathurānātha,Mathurānātha Tarkavāgīśa,Tarkavāgīśa,,,,,,1650,1650
Person,86570,Mathurānātha,,,,,,,,1865,1865
Person,87499,Mathurānātha Śukla,,Śukla,,,,,,,
Person,87500,Mathureśa,,,,,,,,,
Work,89755,Matikatthadīpanī,,,85496,Saddhammapāla Jyoti,Abhidharma / Theravāda,,,,
Person,86330,Matiratna Sūri,,Sūri,,,,,,1747,1747
Person,86230,Mativardhana,,,,,,,,1681,1681
Work,108318,Mātrādisvara,,,,,Jyotiḥśāstra,,,,
Person,85100,Mātṛceṭa,,,,,,,,210,210
Person,114199,Mātṛdatta,,,,,,,,1550,1550
Work,111300,Mātr̥kā Nyāsa - (Snāna  Vidhi),,,,,,,,,
Work,111794,Mātṛkā Pujā Prayoga,,,,,,,,,
Work,106209,Mātṛkāṅkapraśnāvali,,,,,Jyotiḥśāstra,,,,
Work,106211,Mātṛkāsaṅkulāvali,,,,,Jyotiḥśāstra,,,,
Work,114273,Mātṛmoda,Vājasaneyiprātiśākhyabhāṣya,,85383,Uvaṭa,Prātiśākhya,42466,Vājasaneyi prātiśākhya,,
Work,110667,Mātṛpūjā,,,,,Dharmaśāstra,,,,
Work,110762,Mātṛpūjāvidhi,,,,,Dharmaśāstra,,,,
Person,85434,Matsyendranātha,,,,,,,,1130,1130
Work,89527,Matsyendrasaṃhitā,,,85434,Matsyendranātha,,,,,
Work,91800,Matvarthalakṣaṇakhaṇḍaṇa,,,86105,Khaṇḍadeva,,,,,
Work,92732,Matvarthalakṣaṇavicāra,,,86285,Bhāskara Rāya Dīkṣita,Bhāṭṭa Mīmāṃsā + Mīmāṃsā,,,,
Person,85078,Maudgalyāyana,Śāriputra,,,,,,,-300,-300
Person,85080,Maudgalyāyana,,,,,,,,-260,-260
Person,85081,Maudgalyāyana,Moggalaputra Tissa,,,,,,,-240,-240
Work,112714,Maunavrata,,,,,Dharmaśāstra,,,,
Person,86382,Māyācandra,,,,,,,,1769,1754
Work,113700,Māyājālamahātantroddhṛtamaṇḍalagāthā-Ṭippanī,,,85122,Nāgārjuna,Buddhism (general),,,,
Person,40781,Māyaṇa,,Bhāradvāja,,,,,,,
Work,115294,Māyānirukti,,,87065,Advayavajra,Buddhism (general),,,,
Work,88662,Māyāpañcaka,,,85218,Śaṃkara,Advaita Vedānta,,,,
Work,108369,Mayasaṅgraha,Mayasaṅgraha (pratiṣṭhāsūtra),,,,Jyotiḥśāstra,,,,
Person,111341,Māyāsingh,,,,,,,,,
Work,89953,Māyāvādakhaṇḍana,,,85566,Madhva,Dvaita Vedānta,,,,
Work,95116,Māyāvādakhaṇḍana,,,87414,Kṛṣṇa Bhaṭṭa,Śuddhādvaita Vedānta,,,,
Work,91816,Māyāvādakhaṇḍanavyākhyā,"Māyāvādakhaṇḍanapañcikā, Commentary on Jayatīrtha's Māyāvādakhaṇḍanaṭīkā",,86108,Śrinivāsa Tīrtha,,90350,Ṭīkā on Madhva's Māyāvādakhaṇḍana,,
Work,93864,Māyāvadanirāsa,,,86627,Rākhaladāsa Nyāyaratna Bhaṭṭācārya,Nyāya,,,,
Work,92339,Māyāvādaparaśu,Paraśu on Jayatīrtha's Māyāvādakhaṇḍanaṭīkā,,86199,Satyanātha Yati,,90350,Ṭīkā on Madhva's Māyāvādakhaṇḍana,,
Work,88663,Māyāvivaraṇa,,,85218,Śaṃkara,Advaita Vedānta,,,,
Person,85711,Mayīdeva,,,,,,,,1430,1430
Person,85503,Mayilla Dhāvala,,,,,,,,1200,1200
Work,101823,Māyopādānakavāda,,,101822,Raghunātha Paṇḍita.,,,,,
Work,88300,Mayopamāsamādhisūtra,,,,,,,,400,400
Work,90548,Mayūkha on Gaṅgeśa's Tattvacintāmaṇi,,,85715,Śaṃkara Miśra,,90147,Tattvacintāmaṇi,,
Work,91631,Mayūkha on Gaṅgeśa's Tattvacintāmaṇi,,,86065,Jagadīśa Tarkālaṃkāra,,90147,Tattvacintāmaṇi,,
Work,91633,Mayūkḥa on Gaṅgeśa’s Tattvacintāmaṇi,,,86065,Jagadīśa Tarkālaṃkāra,,,,,
Work,90787,Mayūkhamālā on Gaṅgeśa's Tattvacintāmaṇi,,,85832,Mādhava Sarasvatī,,90147,Tattvacintāmaṇi,,
Work,41254,Mayūkhamālikā,Mayūkhamālikā on Pārthasārathi Miśra's Śāstradīpikā,,40285,Somanātha,Mīmāṃsā,89357,Śāstradīpikā,,
Work,91262,Mayūkhāvalī on Pārthasārathi Miśra's Śāstradīpikā,,,85954,Appayya Dīkṣita,,89357,Śāstradīpikā,,
Person,108790,Mayūra,"Bhaṭṭamayūra, Mayūrabhaṭṭa",Bhaṭṭa,,,,,,650,580
Work,106216,Mayūracitra,,,,,Jyotiḥśāstra,,,,
Work,106219,Mayūracitra,[Mayūracitra],,,,Jyotiḥśāstra,,,,
Work,106214,Mayūracitra(ka),,,,,Jyotiḥśāstra,,,,
Work,106221,Mayūracitraka,,,,,Jyotiḥśāstra,,,,
Person,41167,Mayūram gOpālāchārya,,,,,,,,,
Person,40524,Mayūrapāda bhikṣu,,,,,,,,1700,1700
Person,114867,Mayūreśvara,,,,,,,,,
Person,85274,Medhātithi,,,,,,,,850,850
Work,115648,Megha dhāraṇī,,,,,Buddhism (general),,,,
Person,108902,Mēghacandra,"Mēghacandra Traividya, Kukkuṭāsana Maladhāridēva",Bhaṭṭāraka,,,,,,1115,1115
Person,109793,Meghadāsa,,Kāyastha,,,,,,,
Work,108721,Meghadūta,Meghasandeśa,,40377,Kālidāsa,Kāvya,,,,
Work,41515,Meghadūta - commentary,,,40418,Bharatamallika,,108721,Meghadūta,,
Work,108720,Meghadūtavivṛti,,,96590,Vallabhadeva,Kāvya,108721,Meghadūta,,
Work,42059,Meghamālā,,,,,,,,,
Work,106112,Meghamālā,,,,,Jyotiḥśāstra,,,,
Person,85543,Meghanādari Sūri,,Sūri,,,,,,1250,1250
Person,85877,Meghanandana,,,,,,,,1556,1556
Person,86021,Megharāja Muni,Vācaka,"Muni, Vācaka",,,,,,1604,1604
Person,41058,Megharatna,,,,,,,,,
Work,110011,Meghasandeśapradīpa,Pradīpa,,109715,Dakṣiṇāvartanātha,Kāvya,108721,Meghadūta,,
Person,86281,Meghavijaya,,,,,,,,1704,1653
Person,40762,Meligiri Tirumala,"Tirumalācārya, Advaitavidyācārya , Meligiri ācārya",Advaitavidyācārya Mahopādhyāya,,,,,,,
Person,86558,Meru Śāstrin Godbole,,,,,,,,1859,1859
Person,87502,Merusundara,,,,,,,,,
Person,85771,Merusundara Gaṇi,Upādhyāya,"Gaṇi, Upādhyāya",,,,,,1471,1471
Person,85672,Merutuṅga Sūri,,Sūri,,,,,,1395,1395
Work,106118,Meṣādilagnavicāra,[Meṣādilagnavicāra],,,,Jyotiḥśāstra,,,,
Person,40333,Mevārāmamiśra,,,,,,,,1700,1650
Person,85527,Meykāṇṭa Tevār,,,,,,,,1221,1221
Work,109539,Meyviratamāṉmiyam,,,85613,Vedāntadeśika,,,,,
Work,106116,Mihiraprakāśa,,,,,Jyotiḥśāstra,,,,
Work,88035,Milindapañha,,,,,,,,25,25
Work,88332,Milindapaṅha-Aṭṭhakathā,,,85135,Buddhaghoṣa,,88035,Milindapañha,,
Work,93128,Mīmāṃsā on Lokācārya's Vacanabhūṣaṇa,,,86386,Śrīnivāsa Saṃghrīdāsa,,90099,Vācanabhūṣaṇa,,
Work,91366,Mīmāṃsābālaprakāśa on Salikanatha Misra's Prakaranapancika,,,85986,Śaṃkara Bhaṭṭa,Bhāṭṭa Mīmāṃsā + Mīmāṃsā,88902,Prakaraṇapañcikā,,
Work,94581,Mīmāṃsādarśanavimarśa,,,86973,Vācaspati Upādhyāya,Mīmāṃsā,,,,
Work,91798,Mīmāṃsākaustubha on Jaimini's Mīmāṃsāsūtras up to III.8,,,86105,Khaṇḍadeva,Bhāṭṭa Mīmāṃsā + Mīmāṃsā,88036,Mīmāṃsāsūtras,,
Work,94622,Mīmāṃsākośa,,,86998,Kevalānanda Sarasvatī,,,,,
Work,91544,Mīmāṃsākutūhala,,,40645,Kamalākara,,,,,
Work,89792,Mīmāṃsāmahārṇava,,,85513,Vātsveśvara,Mīmāṃsā,,,,
Work,91736,Mīmāṃsāmakaranda,,,86098,Veṅkaṭādhvarin,Bhāṭṭa Mīmāṃsā + Mīmāṃsā,,,,
Work,88612,Mīmāṃsānukramaṇikā,,,85210,Maṇḍana Miśra,Mīmāṃsā,,,,
Work,92052,Mīmāṃsānyāyadarpaṇa,,,86132,Rāmakṛṣṇa Adhvarīndra,Mīmāṃsā,,,,
Work,92367,Mīmāṃsānyāyaprakāśa,,,86204,Āpadeva II,Bhāṭṭa Mīmāṃsā + Mīmāṃsā,,,,
Work,91512,Mīmāṃsānyāyasaṃgraha,,,86032,Govinda Bhaṭṭa,Prābhākara Mīmāṃsā + Mīmāṃsā,,,,
Work,92005,Miṃāṃsānyāyasaṃgraha,,,86121,Mahādeva Sarasvatī Vedāntin,,,,,
Work,95204,Mīmāṃsānyāyasaṃgraha,,,87484,Mahaḍeva Vedāntin,,,,,
Work,90178,Mīmāṃsāpādukā,,,85613,Vedāntadeśika,Mīmāṃsā,,,,
Work,93052,Mīmāṃsāparibhāṣā,,,86350,Kṛṣṇa Yajvan,Bhāṭṭa Mīmāṃsā + Mīmāṃsā,,,,
Work,94505,Mīmāṃsāparibhāṣā,,,86928,A. Chatterjee,Mīmāṃsā,,,,
Work,94966,Mīmāṃsāpraveśikā,,,87279,Gopāla Rāma,,,,,
Work,90966,Mīmāṃsāratna,,,85901,Raghunātha Bhaṭṭācārya,,,,,
Work,92301,Mīmāṃsāratna,,,86190,Raghunātha Sārvabhauma Bhaṭṭācārya,,,,,
Work,95491,Mīmāṃsāratna,,,87736,Sarasvatī Tīrtha,Mīmāṃsā,,,,
Work,91428,Mīmāṃsārthaprakāśa,,,86000,Keśava Bhaṭṭa,Mīmāṃsā,,,,
Work,94056,Mīmāṃsāryabhāṣya on Jaimini's Mīmāṃsāsūtras,,,86693,Ārya Muni,,88036,Mīmāṃsāsūtras,,
Work,90593,Mīmāṃsāsārapallava,,,85740,Indrapati,Mīmāṃsā,,,,
Work,91367,Mīmāṃsāsārasaṃgraha,,,85986,Śaṃkara Bhaṭṭa,Bhāṭṭa Mīmāṃsā + Mīmāṃsā,,,,
Work,92136,Mīmāṃsāsarvasva,,,86157,Kavīndrācārya Sarasvatī,Bhāṭṭa Mīmāṃsā + Mīmāṃsā,,,,
Work,92529,Mīmāṃsāsarvasva,,,86222,Kolluri Nārāyaṇa Śāstrin,Bhāṭṭa Mīmāṃsā + Mīmāṃsā,,,,
Work,94984,Mīmāṃsāśāstra,,,87295,Govindadeva,,,,,
Work,92884,Mīmāṃsāśāstraguccha-Pūrvamīmāṃsādhikaraṇasaṃkṣepa,,,86300,Sadāśiva Brahmendra,Mīmāṃsā,,,,
Work,94456,Mīmāṃsāśāstrasāra,Mīmāṃsāsiddhāntattvārthaprakāśikā,,86902,N.S.Anantakṛṣṇa Śāstrin,Mīmāṃsā,,,,
Work,89731,Mīmāṃsāśāstrasarvasva,,,85488,Halāyudha Bhatṭa,Mīmāṃsā,,,,
Work,91579,Mīmāṃsāstavaka,,,41134,Veṅkateśvarādhvarin,Bhāṭṭa Mīmāṃsā + Mīmāṃsā,,,,
Work,93057,Mīmāṃsāstavaka,,,86354,Rāghavānanda Sarasvatī,Mīmāṃsā,,,,
Work,94369,Mīmāṃsāsudhāsvāda on Āpadeva's Mīmāṃsānyāyaprakāśa,,,86865,T. Vīrarāghavācārya,,92367,Mīmāṃsānyāyaprakāśa,,
Work,88036,Mīmāṃsāsūtras,"Pūrvamīmāṃsāsūtra, Karmamīmāṃsāsūtra",,85087,Jaimini,,,,,
Work,92119,Mīmāṃsātattvacandrikā,,,86151,Gopāla Bhaṭṭa,Bhāṭṭa Mīmāṃsā + Mīmāṃsā,,,,
Work,92118,Mīmāṃsāvidhibhūṣaṇa,,,86151,Gopāla Bhaṭṭa,Bhāṭṭa Mīmāṃsā + Mīmāṃsā,,,,
Person,87503,Mīnākṣīśvara,,,,,,,,,
Person,85783,Misaru Miśra,,,,,,,,1490,1490
Person,87504,Misaruka,,,,,,,,,
Person,100172,Miśrabhavānīsaṃkaradatta,,,,,,,,,
Person,40353,Miśralaṭakana,,,,,,,,,
Person,97974,Miśravīrajalāla,,,,,,,,,
Person,87010,Miśrīmala Mahārāja,,Mahārāja,,,,,,1980,1980
Work,92222,Mitabhāṣiṇī,Nyāyasūtramitabhāṣiṇī,,86179,Mahādeva Bhaṭṭācārya,,88091,Nyāyasūtra,,
Work,90785,Mitabhāṣiṇī on Śivāditya's Saptapadārthī,,,85832,Mādhava Sarasvatī,,89614,Saptapadārthī,,
Work,95746,Mitākṣarā,Ṛjumitākṣarā,,110025,Vijñāneśvara,Dharmaśāstra,102265,Yājñavalkyasmṛti,1080,1080
Work,106608,Mitākṣarā,Vāsanābhāṣya,,106561,Bhāskara  II,Jyotiḥśāstra,106607,Siddhāntaśiromaṇi,,
Work,91046,Mitākṣarā on Bādarāyaṇa's Brahmasūtras,Mitākṣarā,,85913,Annambhatṭa,,88037,Brahmasūtra,,
Work,93559,Mitākṣarā on Bṛhadāraṇyaka Upaniṣad,,,86509,Nityānanda Āśrama,,95965,Bṛhadāraṇyakopaniṣad,,
Work,93560,Mitākṣarā on Chāndogya Upaniṣad,,,86509,Nityānanda Āśrama,,44742,Chāndogyopaniṣad,,
Work,91519,Mitākṣara on Gauḍapāda's Māṇḍūkyakārikās,,,86036,Svayamprakāśānanda Sarasvatī,,88543,Māṇḍūkyakārikās,,
Work,94297,Mitaksara on Gaudapada's Mandukyakarikabhasya,,,86828,Vidyānanda Giri,,"88652, 96050","Iśopaniṣadbhāṣya, Māṇḍūkyopaniṣad",,
Work,94301,Mitaksara on  Īśopaniṣad(bhāśya?),,,86828,Vidyānanda Giri,,,,,
Work,93102,Mitākṣarā on Kumārila's Tantravārttika,,,86376,Gopāla,,88598,Tantravārttika,,
Work,94298,Mitaksara on Saṃkara's Kathopanisadbhasya,,,86828,Vidyānanda Giri,,88654,Bhāṣya on Kaṭha Upaniṣad,,
Work,94299,Mitaksara on Samkara's Kenopanisadbhasya,,,86828,Vidyānanda Giri,,88656,Bhāṣya on Kena Upaniṣad,,
Work,94300,Mitaksara on Samkara's Prasnopanisadbhasya,,,86828,Vidyānanda Giri,,88674,Bhāṣya on Praśna Upaniṣad,,
Work,94303,Mitaksara on Śaṃkara's Taittirīyopaniṣadbhāṣya,,,86828,Vidyānanda Giri,,,,,
Work,90949,Mitākṣarā on Taittirīyopaniṣad,,,85889,Govindarāja,Viśiṣṭādvaita Vedānta,96149,Taittirīyopaniṣad,,
Work,110530,Mitākṣaravṛtti,,,110529,Haradatta,Dharmaśāstra,,,,
Work,111860,Mitālāṣiṇīvyākhyā,,,,,Nyāya,,,,
Work,95096,Mitāvṛtti on Vidyāraṇya's Aparokṣānubhūtiprakāśikā,,,87394,Kāśinātha,,90288,Prakāśikā,,
Work,89414,Mithyātvamathanacaccariprakaraṇa,,,85402,Jinavallabha Sūri,Jainism (general),,,,
Work,92011,Mithyātvanirukti,,,86123,Gokulanātha Upādhyāya,Advaita Vedānta,,,,
Work,93567,Mithyātvaniruktirahasya,,,86511,Golokanātha Nyāyaratna,,,,,
Work,89954,Mithyātvānumānakhaṇḍana,(Prapañca)Mithyātvānumānakhaṇḍana,,85566,Madhva,Dvaita Vedānta,,,,
Work,93665,Mithyātvānumānanirāsa,,,86561,Anantācārya,Viśiṣṭādvaita Vedānta,,,,
Work,106227,Mitidarpaṇa,,,,,Jyotiḥśāstra,,,,
Person,40658,Mitramiśra,,Sānnāḍhyabrāhmaṇa,,,,,,1600,1600
Person,40298,Mitraśarman,,Parāśara,,,,,,,
Work,42299,Modakanirmāṇaprakāra,,,,,,,,,
Work,88664,Mohamudgara,"Bhajagovindastotra, Dvādaśamañjarikāstotra",,85218,Śaṃkara,,,,,
Person,40564,Mohana bhaṭṭa,,,,,,,,,
Person,86616,Mohana Lāla,,,,,,,,1887,1887
Person,86870,Mohana Lāla Kāśirāma,,,,,,,,1935,1935
Person,87505,Mohana Śarman,,Śarman,,,,,,,
Person,101520,Mohanadāsa,,,,,,,,,
Work,89603,Mohavicchedanī,,,85455,Kassapa,Abhidharma / Theravāda,,,,
Work,106631,Mohinīphala,,,,,Jyotiḥśāstra,,,,
Person,108193,Moka,,,,,,,,1407,1407
Work,44743,Mokṣadharma section of Mahābhārata,,,,,,,,,
Work,93250,Mokṣadharmasāroddhāra,,,86423,Sadānanda Vyāsa,Advaita Vedānta,44743,Mokṣadharma section of Mahābhārata,,
Work,90269,Mokṣadharmavyākhyā,,,85630,Ānandapūrṇa Vidyāsāgara,Advaita Vedānta,44743,Mokṣadharma section of Mahābhārata,,
Work,90632,Mokṣāgama,,,85760,Toṇṭāda Siddhaliṅga,Vīraśaiva,,,,
Person,85403,Mokṣākaragupta,,,,,,,,1100,1100
Work,93666,Mokṣakāraṇatāvāda,,,86561,Anantācārya,Viśiṣṭādvaita Vedānta,,,,
Work,88935,Mokṣakārikā,,,85284,Sadyojyotis,Śaiva Siddhānta,,,,
Work,92933,Mokṣalakṣmīvilāsa on Jābāla Upaniṣad,,,86315,Vallabhendra Sarasvatī,Advaita Vedānta,96000,Jābālopaniṣad,,
